,bulk_sample_1,scRNA_sample_1
Cd209d,1,0
Prb1,0,0
Gm8840,0,0
Ecsit,20,27
Cinp,18,25
Gm17402,0,0
4930443O20Rik,0,0
Gm20518,0,6
Sod3,7,0
Dcbld2,41,27
Olfr907,0,0
Lgals3,33,13
Ifna9,0,0
Tcp10b,0,0
Gm12198,0,0
Gm18358,0,0
Gm5152,1,0
Gm11672,0,0
4930412B13Rik,0,0
Gm17081,0,0
Eif2b3,20,44
Defb34,0,0
Gm13656,0,0
Prkar1b,7,42
Clec2i,35,2
Gm11779,0,0
Prss29,45,10
Ugt1a6a,0,0
Map1lc3a,80,220
Lrrk2,89,7
Uba6,28,0
mt-Nd6,250,0
4932416K20Rik,0,0
Vmn1r20,0,0
Gm15027,0,0
Mrps10,20,29
Cdkn2d,11,0
Gm1330,0,0
Gm11455,0,0
Gm16518,0,0
Gm17110,0,0
Gm11522,0,0
Gm11551,0,0
Dnm1l,143,39
Kcnh3,99,15
Gm11358,0,0
Fam49a,96,92
Pcyt1a,70,13
Prl7b1,0,0
Gm14937,0,0
Trav9d-1,0,0
Rpia,26,45
Epn1,122,81
Nek9,93,40
Thumpd1,39,16
Gsc,1,0
n-R5s36,0,0
Skint3,46,4
Mepe,1,0
Lamp3,3,0
n-R5s67,0,0
Ighg2c,3,0
Gm15054,0,0
Lta,18,3
Bsdc1,188,109
Derl2,48,50
Mir128-2,0,0
Mknk1,49,42
Mbtps1,118,71
Gm9828,1,3
Acbd3,78,85
9430073C21Rik,0,0
Gm15670,0,0
Lonp1,102,57
Cd209b,1,0
Gm13276,0,0
Mir671,0,11
Prdm8,4,0
Acd,33,40
Hs2st1,78,8
Scaf8,73,27
Vmn1r12,0,0
Trim21,15,33
Polr2c,23,53
Gm7599,0,0
Gm13981,0,6
Gm11804,0,0
Gm13017,0,0
Vash1,6,12
Rpa2,20,14
Six3,1,0
Fas,110,8
Lce1f,2,0
Slc22a23,109,52
Gm11352,0,0
Fitm2,15,8
Ddrgk1,50,81
Als2cl,85,34
Gm8362,0,0
Vmn1r116,0,0
Pi15,2,0
Olfr634-ps1,0,0
Arpp19,90,310
Slco3a1,21,50
Pkhd1,11,0
Hemgn,7,0
Abi3bp,29,0
Nxf3,5,0
Arhgap28,15,0
Atp2a2,399,56
Olfr1037,0,0
Spink2,4,0
Rpl15-ps1,0,172
Elovl1,41,42
Vps33a,46,27
Gm10778,0,0
Gm15090,0,0
Irx2,1,0
Gm20389,0,0
Gm15104,0,0
Mir361,0,0
Mkln1,92,92
Prkag2,30,47
Aurkb,20,0
Zrsr1,11,53
Cuta,45,103
Hint1,94,313
Mir138-2,0,0
Gm12303,0,0
Comp,29,12
AC156032.1,0,0
Prx,13,4
Gm7903,0,0
Gm11635,0,0
Slc9a3r2,6,1
Tpst1,11,6
n-R5s61,0,0
Gm14465,0,0
Gm4553,0,0
C630043F03Rik,3,0
Dmrtb1,3,0
Gbp9,207,10
6530409C15Rik,3,1
Mageb2,0,0
Slurp1,8,0
Igkv1-132,0,0
Mir449a,0,0
Vmn2r-ps68,0,0
Pdcd6ip,296,139
Ucn3,4,2
Sbno1,135,62
Gm13465,0,0
Gm16513,0,0
4930445N08Rik,0,0
Fgf23,16,0
Slc16a1,25,0
Gm13243,0,0
Sik1,396,62
Kcnj9,5,0
Olfr263,0,0
Rpl32,302,906
Atp2b2,65,14
Cd209f,1,0
Atp8b3,3,0
Ube2m,112,186
Rpl7l1,62,63
Gm13016,1,0
Odam,3,8
Dnajb8,0,0
Gm12338,8,134
Tle1,73,7
Gm15657,1,4
Tlcd2,23,26
Olfr2,0,0
5330417C22Rik,107,10
Spcs1,56,74
Gm10475,0,0
AL671885.1,0,0
4932415M13Rik,1,0
Fam118a,23,4
Gm7974,0,0
Eif3h,154,203
Gm10408,0,0
Gm12806,0,0
Gm11673,0,0
Cfhr3,0,0
Gm12715,18,244
Gm2061,1,0
Gm13506,0,0
Il5,14,0
Hmga1,19,0
Olfr166,0,0
Mir615,0,0
Gm3269,0,0
Olfr520,0,0
Gm14588,0,0
Usp20,54,9
Dhx33,32,1
Tut1,24,14
Sgcd,5,8
Gm11940,0,2
Brpf3,63,4
Hoxd3,1,2
Gm6142,9,18
Zbtb34,15,3
Retnla,26,0
Slamf1,14,0
Gm15813,0,0
Gm14831,0,0
Rsrc2,104,206
Plaur,7,5
Olfr831-ps1,0,0
Tex264,68,68
Amy2a3,0,0
Pcdh1,36,61
Gm5379,0,0
Gm7973,0,2
Eif2b4,57,61
Gm4577,0,0
9330020H09Rik,1,1
Olfr1494,0,0
Olfr1305,0,0
Prss43,1,0
BB014433,0,0
Gm12121,1,0
Srrm2,1086,433
Snhg11,14,0
Tssk1,0,0
Gm13496,0,0
Bmp4,0,0
Zmat1,9,0
Pdpn,14,4
Ifitm5,0,3
Olfr495,0,0
Fgfrl1,11,2
Gm12794,0,0
Gm5123,0,0
Krt80,22,0
Vdac2,150,109
Gm8770,1,1
Nrg2,5,1
n-R5s173,0,0
Itgb2,10,8
Efna1,23,2
Glrx,9,3
Fam167a,162,68
Arhgef11,69,64
Nudt17,39,8
Nrbp1,64,75
Rnf8,6,121
Olfr1178,0,0
Srpx,1,0
Zfp280d,30,41
Gm8880,0,0
BC051226,2,0
Oat-rs1,0,0
Eid1,25,53
Gm15900,0,1
Gm14669,0,0
Mrps12,18,53
Olfr201,0,0
Glb1,120,80
Chst12,18,15
Cyp39a1,5,1
Elp4,12,3
Olfr404-ps1,0,0
Ces5a,46,21
Gm12013,1,0
Gm5883,0,0
Tmed2,41,67
Gm13714,0,0
Egln3,25,39
Mtpap,21,9
Plp1,8,3
Mrpl47,11,28
Slc28a2,28,16
Gm11889,7,0
Spa17,5,103
Gm4567,0,0
Mill1,11,5
AI182371,3,0
Bcl2l2,49,24
Kynu,86,3
A630023P12Rik,1,3
Pex1,18,15
Bpifb2,15,0
Selp,9,0
Gm17074,0,0
Nlrp5,7,0
Zfp711,24,2
Hmbox1,56,43
Olfr344,0,0
Gm12245,0,0
A730013G03Rik,0,0
Msto1,22,49
3110082I17Rik,7,0
Ahdc1,53,11
Gm14127,0,0
St3gal2,12,17
Rps18,166,869
Gm5762,0,0
Esr1,10,10
Gm12246,0,0
Gm3140,0,0
6430571L13Rik,13,3
Tnks,123,21
Ces1b,2,8
Timp1,30,17
Mob3b,7,3
Gm11188,0,0
Rab44,11,29
Cops4,54,86
Gm14790,0,0
BC002059,9,0
Gm12359,1,6
Fscn1,977,58
n-R5s58,0,0
Il12b,8,0
Cblc,14,30
Cox6a1,180,954
Sdcbp2,12,43
Rpl10-ps4,0,0
Mir710,0,0
Rho,2,0
Garnl3,27,2
Gm13590,2,0
Gm11096,0,0
Tmem199,29,9
Mir669a-11,0,0
Depdc7,3,14
Mcoln1,29,27
Gzme,1,3
Gm6081,0,0
2810002D19Rik,4,10
Adamtsl2,15,0
Vmn2r75,0,0
Olfr743,0,0
Rheb,68,70
Gm10080,8,78
Lax1,5,0
Alas1,378,94
Eif1a,89,28
Ttc38,23,22
Gm15700,0,0
Nfatc4,1,3
Hspa5,2530,223
Git1,82,45
Ifit3,12,25
Ttll3,32,224
Kdm5a,103,68
Gm11376,0,0
Cyb561d1,34,36
Klf8,9,0
Rad23a,49,82
Prl8a9,0,0
Odf2l,26,36
Gm14369,0,0
Mtfmt,19,11
Snord110,0,0
A330009N23Rik,7,1
Gng5,29,169
Abca2,70,51
Agk,9,2
Tstd1,7,60
Olfr247,0,0
Gm13771,0,2
Qsox1,37,18
Eif4g2,1459,182
Olfr893,0,0
Cep72,7,0
Slc2a10,2,3
Mir680-1,0,0
Ifi47,116,19
Gm15641,0,0
Gm6293,0,13
Gm14167,1,10
Skint6,0,0
Wdr17,1,0
Gm11583,0,0
Ak1,16,26
Crygn,2,6
Defa-ps13,0,0
Fbxw15,0,0
Pramel4,0,0
Trim62,18,10
Olfr543,0,0
Olfr792,0,0
Ripk2,36,12
Nhs,10,3
Sacs,27,0
Wfdc8,1,0
Ggh,34,20
Ly6g5c,2,0
Dusp26,3,0
Gm8995,2,0
Snrpd1,29,62
Clptm1,222,91
mt-Tk,0,0
Zscan4f,0,0
Nfu1,27,38
Slc25a17,58,58
Sprr2e,1,0
Olfr45,0,0
Olfr68,0,0
Tcof1,56,60
Gm14370,0,0
Gm16076,0,0
Gm13782,0,0
Zfp341,8,0
Ano5,1,0
Fkbp8,185,192
Gbx2,1,0
Dmrt1,3,5
Gm16519,0,1
Gstt4,2,0
Adam24,0,0
Amigo3,28,3
Rab27b,3,58
Gm14972,0,0
Olfr18,0,0
Prpf18,46,14
Hrk,22,0
Dmrta1,4,0
Gm13790,0,0
Afmid,6,22
Gfod1,55,12
Gm11945,1,0
Prr5,3,7
A330033J07Rik,0,0
Hoxd10,1,0
Gm5815,1,5
Mir688,0,0
0610043K17Rik,2,0
Olfr503,0,0
Gm15581,0,0
Cyp4f15,6,0
Gm2245,1,0
Tas2r126,0,4
Gm12911,0,0
Glul,90,43
Dbpht2,2,0
Msrb3,15,2
Dnajb2,48,15
Slc35a5,25,1
Lce6a,1,0
Gm10517,0,0
Ank3,115,129
Hmgb1-ps6,0,3
Ptprj,25,71
Gm15157,0,0
Tnfsf12,11,29
1700021A07Rik,0,0
Sltm,146,105
Olfr1272,0,0
Slc24a3,19,25
Gm14377,1,0
Fnbp4,103,156
Gm11222,1,0
Pcp4,16,13
Trdj2,0,0
Emcn,0,0
Gm14976,0,0
A530006G24Rik,1,0
L3mbtl2,22,45
Satb1,32,18
Klrg2,2,0
Gipc3,3,0
Zfp738,9,3
Tgif2,3,1
Sdr9c7,25,0
Gm10645,0,0
Mir467h,0,0
Cd163,9,5
Mtmr1,66,10
Gm6365,3,0
Ntrk3,8,0
Oxgr1,4,0
B4galt3,45,38
Plxdc2,6,12
Lgi1,2,0
Gm8229,0,0
Snx15,24,7
Derl1,111,85
Bag2,2,2
4930402H24Rik,103,39
Ptch1,31,2
Mgmt,10,3
Gpha2,4,2
Olfm3,9,0
A130010J15Rik,20,14
Atp8a2,11,0
AI427809,2,0
Ccdc3,23,0
Pfdn2,33,65
Gulo,10,0
Mlec,248,123
Neurog3,3,0
Cxcr4,16,10
Mir1306,0,0
Adh5,69,97
Slc5a6,16,0
Ddx55,21,28
Sec61a1,285,231
Mirlet7g,0,0
Gm11451,1,40
4933408J17Rik,0,0
Bcas2,50,69
Gm13479,0,0
Hnrnpr,58,74
Dlg5,128,118
Cdh10,1,0
Olfr1298,0,0
Klra8,0,0
Polr1d,43,139
Rgs2,23,1094
Gm12587,0,0
Mutyh,3,9
Dis3,30,2
Rev1,16,4
Chmp4c,88,3
Gm14022,0,0
Ugt1a2,0,0
Usp24,136,62
Krtap3-2,0,1
Olfr589,0,0
Gm11065,0,0
Lgals7,23,13
4933431E20Rik,3,0
Arl2,8,89
Ttc30a2,0,0
n-R5s87,0,0
Gm15945,0,0
Dlx6os1,3,0
Snord35a,1,228
Parva,86,42
Gm11420,0,4
Slc7a15,8,0
Paqr4,11,23
Gm12740,0,0
Zc3h6,40,20
Zfp263,53,15
Gm6620,0,0
Gm15396,0,0
Anapc10,7,10
Ndufs3,34,36
Gm16570,0,0
Boc,8,4
Gm14283,0,0
Tex9,5,8
Mir384,0,0
Myo9a,40,13
Hdac2,130,37
Olfr1173,0,0
Ttc24,3,0
Fam161b,9,4
Gja8,7,0
Tmem86a,29,11
Cdc25a,25,57
Olfr809,0,0
Stx17,22,27
Sspn,12,0
Mir669a-5,0,0
Olfr1416,0,0
Rsbn1,74,66
Rasl11b,2,2
Gm16506,0,0
Pin4,5,10
Gm14854,0,0
Dvl2,19,10
Gm15786,0,0
Snip1,32,18
Usp18,235,77
Gm8761,0,0
4930506C21Rik,2,0
Gm13780,0,0
Wdr13,69,10
1700047K16Rik,0,0
Tmem91,1,4
Itga3,294,194
D7Ertd443e,11,0
Gm3681,0,0
Gm12143,0,0
BC035947,1,0
Gm15965,0,13
Reck,11,0
Samd3,1,2
Ecm2,3,4
Brpf1,58,15
Gm17535,0,0
Gm12393,0,0
Gm15429,2,0
1700019M22Rik,0,0
Gm15485,0,0
Vmn1r227,0,0
Gm12773,0,0
Gm12981,2,0
Prima1,2,2
Zfp36l3,0,0
Csgalnact1,12,1
Zfhx4,2,8
Fkbp4,149,143
Gm13619,0,0
Gm13736,4,9
Zfr2,12,5
Cib1,283,408
Pnp,21,31
H2-Ke6,1,0
Rpsa-ps4,0,8
D930032P07Rik,0,0
Gm10665,0,0
Lhb,0,0
Olfr756-ps1,0,0
Krt17,1617,453
Sgpp2,12,0
Olfr631,0,0
Ubqln1,230,113
Mfsd1,158,30
Vmn2r-ps47,0,0
Lamc2,310,13
Gad2,2,0
Qrich1,89,26
Pbld2,7,0
Gpr75,0,0
Msx1,9,5
Senp3,77,87
Gpc1,254,45
Itpa-ps3,0,0
Cct8l1,0,0
Kcnma1,90,5
Gm15364,0,0
Lingo3,5,0
Gm906,1,0
Slc13a5,3,0
Gm9732,0,0
Manba,31,13
Tmc8,54,8
Nlrp3,20,0
Gm20534,0,0
1700061I17Rik,0,0
Canx,476,221
n-R5s171,0,0
Gm13975,0,0
Gm14829,0,0
Acer1,2,0
5330434G04Rik,0,0
Il17rc,18,38
Ids,64,4
Jmjd8,15,43
Gsta1,1,5
Gm12022,0,0
Gm11415,0,0
Gm11393,0,0
Xpo4,47,4
Cyfip2,135,60
Baz1a,109,25
Atg14,24,20
Vps4b,106,76
Mcmbp,150,39
Lhx9,1,0
Ccdc77,14,29
Gm13436,18,289
Gm17084,0,7
Gm7856,1,0
Higd1b,2,0
Cdkn2b,64,18
Pogk,72,9
Hamp,49,19
Psma3,72,35
Gm11284,0,0
Gm12258,3,20
Fbxo36,9,18
Pcdh11x,0,0
Gm5870,0,0
Lpcat2,5,6
Gm8297,0,0
Uso1,148,138
Rbm5,164,188
Hltf,40,63
Fkbp1a,150,190
Plac8l1,0,0
Tbc1d2b,82,17
Gm14304,0,0
Gm15422,0,0
Rbfox2,78,29
Gm15085,0,0
Kcnh4,9,0
Zfp646,55,45
Pax6,1,0
Nop58,76,40
Mapk7,20,30
Olfr366,0,0
Defa-ps6,0,0
Cs,323,115
Lce1a1,3,0
Naga,39,46
Slco4a1,49,98
Rab11a,78,157
Pvr,16,15
Acbd7,2,2
1810058I24Rik,35,181
Gm13282,0,0
Prdx6-ps2,0,0
4930589P08Rik,0,0
Fank1,7,0
Gm10241,0,0
Gm6912,0,0
Gm13425,3,0
Sirt6,23,24
Pitpna,88,114
Gm11042,0,0
Pds5b,142,20
Klrd1,0,10
Gm18833,0,0
Ighv1-20,0,0
Susd4,6,0
Gm14308,0,0
Nipa2,51,35
Cd7,5,3
Lrrc20,8,1
Serpinf1,7,12
Sema4b,42,33
Gm12639,0,0
Rhox2f,0,0
Hrh2,1,0
Sars2,12,0
Scn7a,12,0
Gm16213,0,0
Clpp,23,87
Eomes,15,0
Rpl36a,109,40
Cckar,8,0
Gm16436,0,0
Vmn1r137,0,0
Gns,116,55
Ubn2,85,91
Hs3st6,3,0
Chodl,6,0
Vmn2r117,0,0
Vegfa,86,79
Olfr1161,0,0
Gli3,24,0
Spesp1,0,0
AY702102,0,0
Tln1,219,215
Loxl1,6,0
Sult2a5,0,0
Olfr381,0,0
Osr1,5,2
Gsx1,1,0
Rnf20,88,60
P2ry13,3,15
Sugp1,49,30
Cox7b,79,365
Anks6,13,2
n-R5s33,0,0
1700099I09Rik,0,0
Gm10608,2,0
Gm11638,0,0
Evc,24,0
Gm17581,0,0
Lpar1,16,19
1700034E13Rik,0,0
1700121N20Rik,0,0
Gm14054,0,0
Gm15112,0,0
Fto,41,16
Trav6d-6,0,0
Gm13930,0,0
Gm7205,0,0
Gm648,6,2
Olfr917,0,0
Cela2a,3,5
Gm3294,2,0
Rpl29-ps1,0,0
Kcmf1,83,76
Pigr,137,70
Dlgap2,4,0
Coq5,22,50
Gm17622,0,0
Lipt1,2,0
Zp1,6,0
Lrp4,157,14
Sass6,9,3
Usf2,45,173
Gm15746,0,0
Gm8344,0,0
Srf,126,87
Olfr441,0,0
Pfkm,57,11
Olfml1,2,3
Gpn1,20,50
N4bp1,33,33
9630028B13Rik,1,0
Casp12,2,0
Scarf1,2,7
Olfr676,0,0
Hsp25-ps1,1,32
Sin3a,95,40
6430710C18Rik,4,0
Bmf,40,17
Gm12635,0,0
Nkx3-2,1,0
Zfp612,16,4
n-R5s101,0,0
Psors1c2,116,17
Mir1894,0,0
4930558J18Rik,1,0
Gm12518,0,0
Rps6-ps2,1,5
Olfr473,0,0
Sh3rf3,34,9
Sult1c2,31,4
Usp33,45,25
Gm14481,0,0
Lrrc10,0,0
Gm8778,0,0
Cab39,123,147
Gm14711,0,0
Hecw1,18,23
Plk1,25,0
Nfkbiz,120,57
Defb4,1,0
Akr1b8,7,7
Aff4,240,196
Gm5067,0,0
Tmem107,19,30
1700094D03Rik,1,4
Zfp819,14,0
Fnip2,23,4
Gm15022,0,0
Ugt3a1,0,0
Smtnl2,9,7
Coq10b,18,9
Gm13132,0,1
Morn3,0,0
Cfhr1,1,0
AU022751,0,0
Tmem65,22,45
Omg,2,0
Cenpa,17,34
Lmod2,0,0
Gm16100,0,0
Srms,9,3
B230398E01Rik,0,0
2610028H24Rik,2,0
Zfp28,5,0
Med9,35,22
Mttp,60,9
Gm14344,0,0
4930503B20Rik,0,0
Uros,19,36
Capza1,37,23
Gm12962,0,0
Trim68,13,20
Gm11448,1,0
Gm9095,0,0
Cyp2d37-ps,1,0
Gm14357,0,0
4930412O13Rik,0,0
8030451A03Rik,9,0
Fyn,11,4
Pdcd6,70,112
Tyr,1,0
Gm14576,0,0
Epas1,23,8
Serpinb6a,184,270
Zfp955b,5,0
Gm7071,0,0
Akap1,39,24
Gm6721,0,0
Slc25a30,16,0
Ipo9,75,19
Alk,3,0
Gm15847,1,0
n-R5s47,0,0
Olfr1337,0,0
Ankrd27,61,34
Rab11fip3,54,30
Rps6ka4,22,27
Adra2b,4,0
Fut9,2,0
Tal2,7,0
Gm15613,0,0
Cabyr,1,0
Tsnaxip1,1,0
Trbj1-4,0,0
Gm12238,0,0
Ppt2,6,11
Gm12170,0,0
4931431C16Rik,0,0
Vmn2r16,0,0
Gpx1,279,524
Mia2,105,0
Zfp712,2,0
Gm14034,0,0
n-R5s178,0,0
Gm13583,0,0
Ubxn2a,59,114
Aldh1a7,12,0
Slc10a7,14,16
Gm6019,0,0
Syt15,4,0
Srcap,13,22
Cacna1h,83,0
Gm13631,0,0
Zfp933,15,11
Rassf1,21,29
Rint1,21,8
Krt82,6,0
Abhd5,28,59
Ube2h,41,39
Klk5,31,4
Gm3470,0,0
Nol4,54,9
Gm16129,0,0
Gm7954,0,0
Tmem47,15,0
2310044K18Rik,0,0
Gm5329,0,0
Cntnap5c,2,0
Gm14921,0,0
Vmn2r86,0,0
Fancc,17,3
Mir1967,0,0
Vsx2,4,0
Olfr1136,3,0
Gm8055,0,0
Gm16471,0,0
Rbm19,24,10
Gm6091,0,0
Mup21,0,0
Olfr1392,0,0
Olfr1317,0,0
Zfand6,146,83
Aqp5,4,0
Olfr650-ps1,1,0
Ddx31,10,9
Gm9869,0,0
Ninj2,1,0
Lmx1a,4,0
Lad1,877,128
Olfr1211,0,0
Vmn2r-ps111,0,0
Bzw2,33,21
Mir743b,0,0
Rtf1,57,117
Gstm5,7,33
Mrpl37,63,33
Lypd4,0,0
Gm8159,0,0
Gm9429,1,0
Cxcr1,1,0
Pcbd1,19,162
Gm15381,0,0
Gm11348,0,0
Psmd6,74,62
Gm10258,0,0
Gm10553,0,0
Gm6031,0,0
Gm5532,17,0
n-R5s114,0,0
Wbp11,74,95
Eln,38,0
Dcaf10,36,18
Gm11517,2,4
Gm15755,0,0
Spsb4,9,0
Gm3250,0,0
Gm16005,0,0
Atp1a1,454,121
Vmn1r234,1,0
Ppp1r7,36,52
D1Ertd622e,13,9
Zswim7,2,13
Hnrnpl,286,108
Gm14624,0,0
Gm9574,3,0
Rrp1,183,158
Snora81,0,0
Pglyrp4,7,0
Zfp512,35,33
Sox13,6,7
Gm5303,1,3
Mal2,21,0
Traf2,123,27
Slc15a2,7,2
Ooep,63,16
F11r,355,206
Cnot6,93,44
S100a11,140,351
Gm4876,2,0
Wnt2b,21,0
Catsper3,0,0
Actbl2,0,0
2210411M09Rik,0,0
Polr3e,25,11
Stard4,51,11
Inhbb,98,2
Phf23,33,45
Adam21,0,0
Efhd2,109,275
Mir669m-1,0,0
Rhbdf2,83,18
Gm13745,0,0
Akap4,1,0
Gm16077,0,0
Cyp4f18,5,5
2810442N19Rik,1,0
Bud13,16,8
Gpr34,0,2
Trav7d-3,0,0
Gm3111,0,0
Clec4a3,0,0
Tm2d1,15,22
Gm14538,0,0
Kif24,19,0
Pik3r6,14,21
Gm16156,0,0
Zfp11,4,0
1700110K17Rik,3,5
Zfp207,160,112
Phka1,21,12
Mrpl34,19,49
Gm13156,0,0
Olfr338,0,0
Mt3,29,0
4932435O22Rik,1,0
Lilra6,2,0
Mir32,0,0
Mir291a,0,0
Gm13249,0,0
Gm6410,0,0
Lrpprc,67,7
Sar1b,61,52
D030068K23Rik,7,0
Frmpd4,4,31
Cnn2,59,216
Olfr343-ps1,0,0
Taf15,98,10
Zfp617,8,33
0610009B22Rik,11,39
Enpp4,121,32
Stard7,95,8
Mup-ps10,0,0
Ak2,288,93
Rbm24,3,9
Car11,3,7
Gm15049,0,0
Eif4enif1,70,40
Krt6b,4,7
Aqp12,2,4
Gstm6,21,0
Zdhhc8,37,18
Dedd,9,19
Pnpla6,63,211
Lrrc15,86,0
Tk2,21,31
Gm6754,0,0
4921534H16Rik,0,0
Gm14547,0,0
Galnt14,9,94
Nup88,87,43
Lyn,26,226
G6pd2,0,0
Gm16133,0,0
Adcy7,15,2
Mir370,0,0
Meg3,11,4
Robo2,27,127
1700001G11Rik,1,0
Gm16105,0,0
Snord88a,0,0
Olfr181,0,0
Slfn9,14,8
Gpr12,1,0
Slc1a2,38,4
Senp8,6,5
Whamm,45,72
Gm11912,0,0
Gm11761,0,0
Ccdc15,7,25
4930565N06Rik,3,0
Olfr145,0,0
Gm15351,1,5
Gm12306,0,0
Dmpk,378,32
Gm15604,0,0
Gm13148,0,0
Lalba,1,0
Ssh3,67,53
Gm2663,1,0
Il7r,7,0
Kif3c,16,11
Zfp184,5,0
2810006K23Rik,20,12
Wdr1,279,81
Ctag2,0,0
Pax1,85,61
Spef2,8,18
Galt,56,73
Gpr107,79,63
Defb11,0,0
Sptlc3,3,0
Igkv4-91,0,0
Gm13523,0,8
Krt39,3,0
Nars,130,140
Mir497,0,0
Abca4,37,0
Xiap,76,56
Afg3l2,84,32
Gm13853,0,0
1700030C10Rik,0,0
Pglyrp1,85,103
Gm14973,0,0
Stau2,50,15
Gm14527,0,0
Cmbl,3,6
Kcnq2,28,0
Cytl1,41,0
Mir295,0,0
Gm7334,1,10
Jsrp1,4,0
Eif1ax,80,100
Vmn1r88,0,0
Sox11,7,0
Rsl1d1,63,65
Gm12392,0,0
Olfr1131,0,0
Gm12001,0,0
n-R5s14,0,0
Gm12819,0,0
Il1f8,1,0
Taar4,0,0
Zcchc17,24,42
Habp4,16,34
n-R5s80,0,0
Cib4,1,0
Ccl27a,22,79
Dlk1,73,5
Gm13197,0,0
Gm11543,3,0
Nkain3,0,0
Gm12823,0,0
Six2,33,40
Usp36,47,70
Psmb4,184,273
Aldh1a2,17,0
Atp5g3,226,340
E330021D16Rik,11,0
1810021B22Rik,1,0
Slc29a4,25,0
5430427O19Rik,11,0
Gm12683,0,0
Snord12,0,1
Prdm14,7,0
5830444B04Rik,9,9
Hba-a1,2,4
Olfr914,0,0
H2-Aa,6888,957
Gm15486,0,0
Wfdc11,0,0
Gm20463,0,0
Ubr7,30,18
Slc38a5,2,0
Pde7b,5,0
Sall2,2,0
Gpc3,16,1
Pik3ip1,11,6
Chml,52,2
Plxna2,104,39
Cd209c,0,0
Gm3362,1,36
Sema5b,3,8
Sobp,2,37
Gm13786,0,0
Ephx2,51,0
Pax7,24,0
Znfx1,113,77
Nfyb,18,13
Gm15382,0,0
Adarb1,29,4
Trim55,3,0
Uqcrh,119,556
Vmn1r173,0,0
Gm15758,0,0
Gm8420,1,9
Oas1f,19,0
Zbtb24,22,11
Gm11564,0,0
Fam174b,6,18
Pfdn1,44,201
4930433N12Rik,0,0
Trav7-6,0,0
Slc48a1,24,26
Gm11011,0,0
Kcnq4,7,94
Lsr,70,336
Gm13428,0,0
Ambn,4,2
Gfpt1,214,58
Gm15612,1,0
Olfr1297,0,0
Gm15444,0,0
Cpne1,0,3
Gm11382,0,0
Atg4a,32,26
Eml2,73,12
Resp18,105,82
Gm14630,0,0
Col4a3,7,0
Mir1948,0,0
Gm9001,2,18
Csrnp1,269,53
Adamts6,3,0
F2r,15,0
Lrrc55,5,0
Gm13193,1,0
Akr1c21,7,0
1700084J12Rik,0,0
Gm16028,0,2
Nrg4,6,67
Fbxo10,40,7
Lrrcc1,21,4
Steap4,62,0
Trim38,2,0
Gm15077,0,0
Gm15974,1,0
Pdzk1,2,0
Gm9064,0,0
Rbp7,8,0
Ssb,118,131
1700054M17Rik,0,0
Gm12138,0,0
Syn3,8,14
Kcng3,8,0
4933424L21Rik,0,0
Gm14718,0,0
Pnpla1,6,0
H2-DMb1,171,211
Gm13087,0,0
Ccdc124,61,120
Stoml2,33,31
Klk6,31,7
Dusp9,6,0
Churc1,4,78
Gm15530,0,0
Med11,48,52
5730405O15Rik,1,0
Lrba,172,96
Zhx1,42,23
Gm12925,1,0
Gm17377,0,0
Rpl17-ps3,0,9
Gls,104,19
C1qtnf2,3,0
Trim75,0,0
Gm13179,0,0
Usp19,218,90
4933440M02Rik,4,0
Dlgap4,95,137
Gm5930,1,2
Rnf121,40,43
Gm13550,0,0
Grin2d,32,0
Gm11216,0,0
Gm14210,0,0
Gm3851,0,2
Gm3642,0,0
Aldh1a3,104,0
Prrc2a,651,139
Gm12963,0,0
Mro,9,0
Gm12606,1,0
Gm15571,0,0
Zbtb20,50,125
Gm11986,0,0
Gm10754,0,0
Ttc23l,1,0
Gm17116,0,0
Slc22a2,1,0
Gm6657,1,0
Tex15,3,0
Gm5893,4,0
Gm13983,0,0
Gsdmc3,19,0
Gm14131,0,0
Nodal,3,0
Rfxap,14,61
Ints10,31,7
Sypl,205,57
Fntb,71,45
Tesk2,6,0
Cenpw,5,14
Pear1,8,2
Gm14343,0,0
Dis3l2,34,43
Ahsa1,77,105
Rpl30-ps11,0,13
Gm12074,3,3
Vmn2r103,0,0
Gm15143,0,0
Mir669i,0,0
Rapgef5,126,8
Snhg9,1,40
H2-M10.2,1,0
Sephs2,207,36
Wrn,34,5
Neurl1a,18,129
Mdm1,25,0
Snap25,4,3
Gm7212,0,0
Hoxa3,2,2
Cyp2s1,16,0
Cxcl10,829,132
Gm2822,0,0
Sgk1,54,4
Cpn1,6,0
Gm13579,0,0
Myrip,7,0
Gm9987,2,0
H2-Bl,4,0
Cdc7,13,0
Tspan3,216,92
Zfp688,9,2
Ptprh,4,2
Gm3127,0,0
Zp2,82,15
Gm14593,0,0
Olfr748,0,0
Gm527,3,0
Smad6,7,5
Zfp474,1,0
Gm9244,0,0
Zfp809,82,23
Kcnj15,374,42
Pde4a,30,11
Zdhhc24,45,5
Olfr555,0,0
Cldn11,4,0
Ankrd13d,5,0
4833420G17Rik,33,15
Zmym5,37,36
Gm13684,1,0
Dap,101,212
Maob,6,0
Olfr701,0,0
Gm13342,0,14
Zfp148,58,53
Gm11619,0,0
Hoxd13,1,0
Map3k3,52,40
Gm12744,0,0
Gm15158,0,0
AU019990,0,2
Gm5798,0,0
Zfp386,21,6
H2-T22,91,148
2410004B18Rik,23,18
Rfc5,19,10
